N,P,K,pH,EC,OC,Cu,Fe,Mn,Rainfall,Humidity,Temperature,Label
276.8,18.8,207.8,6.6,0.07,0.29,0.78,15.8,1.48,76.69,61.35,18.9007,Cherry
313.4,11.9,67.8,5.9,0.04,0.58,1.74,16.4,3.8,58.28,64.16,20.6651,Cherry
416.8,10.5,214.5,5.6,0.02,0.34,1.83,13.8,4.7,64.73,68.6,22.4031,Cherry
250.8,13.5,184.7,6.2,0.03,0.23,1.46,11.9,2.7,69.69,74.72,22.3425,Cherry
416.7,16.7,167.2,5.3,0.03,0.71,1.36,12.7,3.9,73.32,63.91,16.089,Cherry
405.4,14.3,158.4,5.8,0.02,0.78,1.28,14.3,4.8,73.78,71.76,18.5491,Cherry
389.5,11.1,112.1,6.6,0.08,0.56,1.23,13.8,3.3,71.78,60.43,21.1249,Cherry
412.5,16.2,138.7,6.5,0.09,0.49,1.87,13.2,4.2,63.41,71.6,18.2648,Cherry
297.4,8.1,104.1,6.3,0.1,0.47,1.43,16.7,2.9,76.37,79.64,17.9218,Cherry
468.2,9.2,96.4,6.2,0.07,0.67,1.18,14.1,2.6,83.47,69.88,18.4794,Cherry
250.4,7.6,84.9,6.1,0.09,0.28,1.09,15.3,3.6,87.07,76.49,15.0855,Cherry
233.7,14.5,78.7,5.7,0.08,0.34,1.35,13.7,3.8,74.67,80.94,20.0026,Cherry
346.4,13.5,101.4,5.8,0.08,0.78,1.07,12.8,3.7,82.51,78.13,21.4624,Cherry
378.4,12.1,97.5,5.4,0.03,0.63,1.13,13.4,3.6,68.98,62.74,15.8803,Cherry
213.5,16.7,163.5,5.9,0.02,0.34,1.06,11.5,4.8,46.51,62.1,17.6533,Cherry
289.4,14.3,147.3,5.7,0.1,0.52,1.21,15.7,2.5,67.88,61.57,19.4117,Cherry
202.5,13.8,88.5,6.0,0.09,0.27,0.89,13.8,3.7,64.94,69.73,19.3232,Cherry
289.7,7.9,131.4,6.2,0.08,0.55,0.97,12.7,4.1,65.97,77.06,18.7686,Cherry
341.5,6.7,167.8,6.8,0.06,0.67,1.3,16.5,3.5,78.97,68.69,17.9322,Cherry
417.8,11.2,121.3,6.2,0.2,0.52,1.5,13.5,2.8,69.58,66.13,20.2022,Cherry
466.5,23.4,304.5,5.5,0.07,0.63,0.97,11.0,3.6,78.13,69.49,18.6313,Cherry
152.4,30.3,100.8,5.8,0.3,0.23,1.06,16.1,2.8,75.25,71.34,18.4535,Cherry
167.8,18.7,44.8,5.6,0.2,0.22,1.86,14.7,1.49,66.72,70.28,15.3825,Cherry
152.4,15.5,78.4,5.0,0.3,0.11,0.76,14.4,2.9,80.43,70.7,18.8269,Cherry
347.8,76.7,145.6,5.6,0.5,0.61,0.69,17.1,1.0,72.47,65.7,19.1172,Cherry
289.7,19.7,79.8,6.1,0.1,0.58,1.34,18.4,1.45,84.81,72.33,20.8591,Cherry
468.5,19.5,88.5,6.4,0.3,0.84,1.2,12.1,2.9,71.8,80.68,21.0531,Cherry
443.5,21.8,113.5,6.1,0.2,0.76,1.1,10.1,3.6,63.42,72.76,17.9362,Cherry
548.9,27.6,287.1,5.8,0.08,1.23,1.01,13.1,2.9,70.87,65.08,21.1426,Cherry
223.4,17.9,123.2,5.5,0.6,0.31,1.13,16.0,2.9,75.72,73.41,20.7466,Cherry
297.3,21.5,276.1,5.7,0.05,0.41,0.87,10.3,4.1,75.52,68.04,21.8942,Cherry
158.4,31.8,103.4,6.1,0.08,0.28,0.97,9.7,3.7,74.93,72.97,18.1729,Cherry
214.5,42.0,100.8,5.8,0.4,0.37,1.19,16.4,2.0,81.48,75.41,21.2299,Cherry
546.4,15.3,212.8,5.9,0.5,1.58,1.83,18.7,3.2,72.37,61.93,17.0426,Cherry
192.1,22.0,101.4,5.9,0.3,0.28,1.15,17.1,0.98,61.53,72.81,21.2383,Cherry
169.7,20.4,96.7,6.3,0.1,0.32,1.23,13.1,2.8,67.16,68.46,22.8849,Cherry
347.6,18.3,115.6,6.2,0.09,0.48,0.89,12.1,4.7,77.96,62.99,17.1439,Cherry
259.4,5.5,44.8,6.9,0.5,0.36,0.6,6.0,0.91,48.73,78.07,15.1602,Cherry
408.7,31.4,324.5,5.8,0.03,1.05,1.48,20.1,7.2,89.09,79.71,22.9048,Cherry
523.4,24.5,268.4,7.4,0.14,1.17,1.1,18.6,7.4,68.2,61.84,22.8872,Cherry
538.5,23.4,288.4,5.9,0.04,1.51,0.12,15.4,8.7,73.32,67.14,22.822,Cherry
423.8,28.9,189.7,6.8,0.08,1.05,1.71,10.4,6.4,66.97,62.8,17.629,Cherry
523.4,42.8,504.1,7.4,0.03,1.07,1.45,13.6,4.2,67.79,60.54,18.4994,Cherry
723.8,27.8,231.8,7.7,0.08,0.58,1.54,20.5,5.21,72.77,65.06,16.7128,Cherry
468.7,27.8,376.9,7.6,0.12,0.82,1.33,20.2,5.0,63.49,72.9,17.4387,Cherry
497.4,39.5,385.5,8.0,0.19,1.76,1.13,11.4,6.2,63.0,77.94,19.5294,Cherry
368.1,34.8,237.4,6.7,0.05,0.89,0.89,14.4,5.4,66.51,63.01,19.3487,Cherry
372.8,23.9,368.4,6.6,0.04,0.52,1.76,17.4,1.53,73.64,68.23,21.8415,Cherry
361.5,47.4,89.5,6.1,0.08,0.75,1.41,14.4,5.2,58.35,79.62,22.6335,Cherry
541.4,38.9,130.4,6.3,0.09,1.41,1.47,16.7,4.9,66.24,64.53,16.1581,Cherry
416.5,27.2,127.6,5.7,0.08,0.63,0.98,15.8,3.8,66.3,77.52,18.1251,Cherry
471.3,26.8,145.4,5.9,0.07,0.79,1.14,14.7,5.1,85.65,74.65,16.206,Cherry
489.5,29.3,78.5,5.8,0.06,0.93,1.76,16.2,4.7,73.6,74.06,21.4243,Cherry
478.7,21.4,69.7,5.9,0.07,0.89,1.49,16.4,3.8,67.44,64.38,21.0283,Cherry
221.5,19.7,69.4,5.8,0.06,0.24,1.96,14.2,4.45,72.37,67.83,22.5865,Cherry
556.4,17.7,67.2,5.7,0.07,1.05,0.21,17.8,1.84,56.23,72.19,16.8248,Cherry
371.4,44.1,240.4,5.6,0.1,0.73,1.64,20.2,2.71,75.89,73.45,17.5689,Cherry
552.4,21.7,190.4,6.2,0.1,1.27,1.87,16.9,4.28,65.84,65.17,18.7405,Cherry
371.4,19.7,240.4,5.6,0.1,0.73,1.64,20.2,1.44,53.74,71.25,22.9712,Cherry
563.4,47.4,89.6,5.7,0.05,1.05,1.72,18.2,0.74,70.23,77.83,21.7183,Cherry
560.4,29.4,104.8,5.7,0.08,1.04,1.21,12.4,4.2,49.72,72.84,17.1303,Cherry
491.5,37.6,137.2,5.6,0.09,0.89,1.48,14.7,3.7,62.07,61.08,15.4384,Cherry
270.4,21.4,110.4,5.9,0.12,0.38,1.37,16.1,2.9,63.54,65.49,15.4561,Cherry
489.5,9.4,156.8,6.4,0.03,0.9,0.47,8.2,2.8,56.18,64.94,16.3194,Cherry
467.3,9.2,128.5,6.4,0.04,0.89,0.69,11.9,3.1,95.51,60.59,22.7441,Cherry
344.9,21.5,99.6,7.2,0.05,0.27,0.98,16.1,1.5,64.78,68.74,19.4944,Cherry
344.9,7.84,99.6,6.2,0.07,0.44,1.29,16.2,2.5,92.78,77.55,22.7032,Cherry
501.7,7.61,95.2,6.3,0.06,2.0,1.77,15.3,5.4,84.42,69.01,20.3933,Cherry
470.4,24.1,114.2,5.6,0.1,0.83,1.92,15.2,3.4,63.72,80.1,17.5774,Cherry
470.4,15.6,114.2,5.7,0.09,1.26,1.44,15.0,1.45,67.76,61.24,22.7477,Cherry
439.0,56.4,268.8,6.0,0.05,0.17,1.6,8.5,2.74,71.92,65.56,20.8865,Cherry
574.4,8.7,165.7,6.3,0.08,1.16,0.26,8.8,1.0,60.03,71.34,18.0372,Cherry
156.8,28.2,210.5,5.3,0.03,0.15,1.47,7.12,6.9,70.73,77.55,20.2116,Cherry
125.4,11.1,202.8,6.9,0.08,0.67,0.27,8.44,7.04,68.85,73.66,18.05,Cherry
194.08,18.3,416.4,7.0,0.02,0.38,0.98,7.12,8.93,60.75,70.19,16.71,Cherry
313.6,14.1,340.6,6.4,0.03,0.79,1.21,9.02,8.53,71.59,70.42,19.6334,Cherry
203.8,36.1,145.8,5.4,0.02,1.01,0.1,7.6,8.02,64.48,75.1,21.6741,Cherry
262.4,24.1,144.8,5.4,0.02,1.4,0.48,7.8,8.42,66.51,62.91,22.0509,Cherry
125.5,12.5,191.5,6.7,0.02,0.21,0.67,7.55,4.0,77.47,60.5,17.7914,Cherry
489.7,30.2,682.7,5.7,0.12,1.3,0.53,26.2,7.1,88.22,64.03,18.6871,Cherry
179.8,16.5,250.8,6.8,0.06,0.21,0.77,15.71,2.47,69.67,66.28,19.584,Cherry
156.8,18.5,131.4,6.0,0.01,0.19,0.14,8.41,0.12,85.33,76.48,21.0871,Cherry
354.8,21.7,198.4,6.1,0.02,0.84,1.48,9.22,0.84,65.07,73.48,17.4079,Cherry
212.5,21.5,167.8,6.3,0.03,0.39,0.67,12.81,0.29,61.15,64.22,20.2816,Cherry
148.5,31.2,145.6,5.9,0.02,0.14,1.45,19.85,2.25,53.59,80.77,17.8719,Cherry
476.5,16.2,179.2,6.7,0.04,0.67,0.84,8.35,7.0,60.82,77.28,18.7177,Cherry
212.3,16.2,168.1,6.2,0.03,0.22,0.41,19.11,2.72,61.53,68.59,17.9629,Cherry
439.0,16.4,268.8,6.0,0.05,0.17,1.74,8.2,8.5,92.66,72.85,15.4402,Cherry
533.1,13.8,225.4,6.7,0.12,0.96,0.38,19.9,4.8,71.79,78.96,19.7743,Cherry
308.4,20.5,112.1,8.0,0.05,0.52,0.13,12.4,2.17,92.52,67.76,15.8772,Cherry
217.5,10.0,103.4,8.0,0.07,0.31,1.1,16.2,2.4,73.72,70.53,18.6536,Cherry
593.3,7.6,179.2,5.8,0.1,1.05,1.44,15.6,1.4,67.19,80.84,20.988,Cherry
575.8,45.3,369.6,5.5,0.08,1.47,0.98,16.0,1.5,77.74,70.4,18.7953,Cherry
601.4,34.2,242.5,5.9,0.08,0.89,0.71,10.8,1.7,73.91,63.14,22.8,Cherry
623.4,28.7,302.4,6.2,0.07,0.97,0.72,9.1,1.3,83.41,78.19,15.6837,Cherry
588.9,29.4,347.2,6.1,0.09,1.23,1.38,5.6,0.98,75.85,73.98,17.5629,Cherry
551.5,33.1,436.6,5.1,0.09,1.5,1.29,16.7,2.5,91.92,62.32,19.0714,Cherry
600.1,37.6,275.1,6.3,0.1,1.06,0.41,11.4,0.53,57.86,75.92,21.7968,Cherry
600.1,48.2,45.1,6.1,0.09,1.23,1.88,16.0,0.98,85.48,74.64,15.9847,Cherry
575.8,17.1,65.0,6.3,0.1,1.06,1.63,16.7,0.53,70.42,67.4,15.2268,Cherry
567.3,13.4,95.0,5.7,0.1,1.35,1.04,15.2,0.83,66.3,72.12,17.0671,Cherry
589.5,14.5,96.0,5.8,0.08,1.07,1.48,17.0,1.31,47.49,71.61,19.6446,Cherry
567.3,27.8,98.0,5.9,0.09,0.98,1.04,15.9,2.45,65.06,68.99,15.7755,Cherry
581.4,16.4,272.8,6.4,0.08,1.05,1.34,16.8,4.6,78.31,78.35,20.6863,Cherry
212.5,49.5,81.7,7.3,0.03,0.15,0.5,10.9,8.2,86.96,67.88,18.77,Cherry
479.3,10.1,101.3,5.9,0.1,1.45,1.4,10.7,8.1,71.42,78.25,19.7823,Cherry
415.8,13.7,117.8,6.1,0.03,0.54,0.44,15.0,2.42,62.71,74.88,19.4067,Cherry
297.4,19.4,131.3,6.2,0.05,0.64,0.74,8.0,2.24,88.14,78.92,20.4346,Cherry
418.8,4.7,425.6,6.2,0.08,0.45,1.1,9.0,0.24,69.2,75.87,22.548,Cherry
335.4,26.7,409.2,7.3,0.1,0.6,0.62,1.23,4.09,62.38,60.92,19.6817,Cherry
505.7,15.2,87.5,6.4,0.11,0.65,0.86,11.6,6.4,59.24,70.92,15.8043,Cherry
316.8,13.0,117.9,6.2,0.11,0.42,0.82,10.1,4.3,77.16,77.02,22.1805,Cherry
306.9,9.2,192.5,6.3,0.14,0.52,0.48,9.7,4.3,84.08,70.58,19.5731,Cherry
588.5,14.6,166.3,7.0,0.13,0.86,0.37,10.9,4.3,76.17,76.66,21.6946,Cherry
197.3,55.2,174.7,7.0,0.1,0.73,0.61,12.1,2.9,74.95,65.89,21.4448,Cherry
312.1,44.8,392.1,5.3,0.57,0.58,0.82,14.8,3.2,71.76,69.64,16.7382,Cherry
302.4,21.5,178.4,6.3,0.03,0.47,0.47,14.51,6.0,62.62,77.56,19.2069,Cherry
250.8,25.4,150.7,5.8,0.08,0.41,1.49,9.96,6.0,42.86,74.92,16.3575,Cherry
156.7,27.3,232.4,6.1,0.09,0.38,1.47,12.9,7.2,72.59,69.02,16.1587,Cherry
313.4,29.4,224.5,6.8,0.08,0.42,0.84,13.21,3.0,79.41,63.47,18.1022,Cherry
322.4,33.5,133.9,6.4,0.07,0.47,0.79,12.6,6.0,79.97,63.54,15.987,Cherry
376.0,8.5,287.0,6.3,0.06,0.43,1.7,5.64,9.23,73.1,62.77,19.5616,Cherry
512.5,23.7,212.5,7.4,0.02,0.58,0.91,10.42,7.8,65.19,72.53,17.18,Cherry
436.8,21.8,313.4,7.2,0.07,0.68,1.14,8.71,6.4,85.28,68.66,22.7399,Cherry
298.5,28.7,313.5,6.2,0.05,0.41,0.97,12.18,6.0,85.66,64.68,21.8443,Cherry
313.4,26.7,313.5,6.2,0.08,0.31,1.48,12.44,6.4,75.48,66.52,15.1797,Cherry
475.5,10.4,179.2,6.7,0.09,0.76,1.8,18.6,6.2,78.42,61.18,17.7231,Cherry
238.4,12.8,123.4,6.1,0.08,0.38,1.3,12.1,4.1,74.88,74.24,16.1858,Cherry
458.5,17.5,374.0,6.6,0.04,0.97,1.8,16.3,6.4,80.27,62.82,15.9256,Cherry
212.54,49.5,81.7,7.3,0.03,0.15,0.5,10.9,8.2,55.7,75.21,16.6682,Cherry
383.5,11.2,138.4,6.2,0.07,0.87,1.67,9.8,4.7,81.15,74.72,18.9879,Cherry
479.3,10.1,101.3,5.9,0.1,1.45,1.4,10.7,8.1,50.7,69.67,21.8302,Cherry
158.3,6.7,98.3,5.8,0.13,0.21,0.97,11.5,4.3,71.63,78.54,18.8836,Cherry
313.6,12.5,72.6,6.4,0.08,0.61,1.4,12.8,6.7,81.54,70.25,22.8437,Cherry
543.5,11.5,71.6,5.8,0.06,1.02,1.23,20.4,6.2,84.79,66.7,20.8615,Cherry
242.5,14.6,184.3,7.3,0.09,0.48,0.89,14.7,5.9,77.33,79.23,17.3445,Cherry
156.5,15.8,74.4,6.3,0.11,0.15,1.2,18.1,2.2,76.32,70.6,22.7449,Cherry
371.4,19.7,240.4,5.6,0.1,0.73,1.64,20.2,4.44,73.44,63.59,20.4623,Cherry
568.5,15.3,131.2,7.6,0.04,1.48,0.97,16.1,4.6,67.21,68.8,22.6983,Plum
489.1,10.4,89.5,6.2,0.09,0.67,0.89,14.6,6.7,63.59,72.54,18.4958,Plum
548.9,6.4,80.6,6.3,0.02,1.02,0.86,14.9,2.1,62.74,62.97,17.4523,Plum
452.3,6.8,73.8,6.6,0.08,0.84,0.79,14.3,3.0,78.16,78.62,19.4105,Plum
446.7,10.6,78.4,5.8,0.03,1.23,1.2,34.6,2.0,84.21,67.1,21.4334,Plum
589.4,35.4,89.6,6.0,0.06,1.27,2.15,28.1,8.8,51.93,72.63,20.1524,Plum
447.5,11.9,167.4,6.7,0.07,0.45,1.04,13.4,3.8,63.44,61.04,18.925,Plum
614.5,24.5,425.6,6.8,0.08,1.96,2.1,18.9,6.2,49.62,66.28,19.2453,Plum
346.5,21.4,97.4,7.4,0.07,0.68,1.34,15.1,6.3,88.92,76.16,15.8955,Plum
389.5,16.8,89.6,5.9,0.09,0.73,1.23,12.4,3.0,71.39,79.05,22.0921,Plum
489.4,18.9,68.3,7.3,0.06,0.94,1.89,18.9,2.8,62.33,65.07,20.9699,Plum
289.5,11.9,81.9,6.7,0.05,0.61,1.3,10.4,8.0,58.68,64.05,22.502,Plum
567.3,16.8,168.0,6.0,0.1,0.88,1.2,16.1,4.6,75.93,65.54,21.5577,Plum
567.4,16.8,448.1,7.4,0.36,1.78,1.2,12.4,8.2,71.4,80.28,20.7746,Plum
414.5,17.4,107.4,6.8,0.06,0.58,2.2,11.7,4.91,49.84,68.8,20.6188,Plum
251.4,24.5,225.8,6.0,0.04,0.33,2.7,10.1,4.99,50.51,69.92,18.6159,Plum
371.4,23.8,239.7,6.4,0.03,0.71,3.8,9.8,5.14,63.87,72.91,21.0771,Plum
378.4,27.1,189.4,6.3,0.05,0.68,1.8,13.7,3.81,71.43,70.96,17.5487,Plum
251.4,33.4,276.4,6.1,0.07,0.27,2.4,12.8,2.48,69.21,67.45,15.4621,Plum
261.4,37.8,328.4,6.8,0.06,0.38,2.1,10.4,3.91,58.0,78.49,22.4858,Plum
378.4,28.4,317.4,6.6,0.08,0.68,2.0,8.7,4.12,71.38,67.83,22.8462,Plum
304.5,24.1,208.4,6.5,0.04,0.57,1.9,9.8,5.12,82.65,66.94,18.8154,Plum
212.8,22.1,376.5,6.7,0.03,0.39,1.7,11.4,4.21,65.57,76.92,22.2861,Plum
338.4,18.4,121.4,7.1,0.07,0.48,1.2,13.8,3.71,78.15,68.5,19.6365,Plum
334.5,19.8,107.2,5.9,0.09,0.63,1.1,14.5,4.31,74.3,60.99,20.391,Plum
407.8,16.7,221.4,5.8,0.08,0.67,1.4,11.1,3.19,75.32,77.31,20.477,Plum
471.4,29.5,111.4,6.3,0.06,0.73,1.5,12.1,3.17,86.66,69.86,22.8197,Plum
187.5,18.4,109.5,6.9,0.07,0.37,0.29,7.64,8.12,72.87,63.95,21.6151,Plum
307.6,16.8,87.5,7.0,0.01,0.54,0.87,8.86,9.04,80.51,76.94,15.8234,Plum
212.5,21.7,231.4,6.2,0.07,0.21,0.97,7.64,7.66,77.5,78.7,21.5522,Plum
346.8,21.5,321.7,8.1,0.1,0.48,1.45,6.75,7.8,62.99,67.58,16.6323,Plum
282.8,29.7,329.5,6.8,0.09,0.45,0.14,8.56,8.87,59.87,78.31,18.69,Plum
307.4,23.1,227.5,7.9,0.02,0.87,0.12,9.02,8.76,93.85,75.9,22.6679,Plum
376.5,28.4,515.5,6.8,0.03,0.94,0.48,8.66,7.43,66.23,75.54,16.1478,Plum
282.2,45.9,146.8,6.9,0.08,0.15,1.48,8.53,7.95,82.5,67.38,21.2215,Plum
348.5,8.3,299.6,6.3,0.02,0.38,0.72,9.03,7.66,87.16,72.7,16.0948,Plum
310.7,43.1,370.8,6.6,0.04,0.46,0.68,7.32,8.92,57.69,61.36,17.2525,Plum
191.2,17.2,202.7,7.8,0.06,0.68,0.82,8.2,2.4,88.45,68.67,21.0247,Plum
212.5,28.4,168.4,5.3,0.03,0.23,1.4,12.09,9.0,65.67,68.93,17.0694,Plum
250.8,36.7,145.6,5.2,0.07,0.15,0.03,7.0,1.0,73.19,69.99,18.9967,Plum
216.5,12.3,90.7,4.7,0.07,0.15,0.03,7.0,1.0,74.65,67.86,19.4701,Plum
327.8,17.7,382.2,5.3,0.05,0.14,0.03,7.1,1.0,81.72,74.81,19.8092,Plum
256.4,19.2,246.4,5.2,0.03,0.18,0.03,7.0,1.0,71.89,70.42,18.9384,Plum
178.6,12.3,224.1,5.3,0.09,0.27,0.03,7.0,1.0,75.76,78.72,22.0411,Plum
125.5,13.6,176.9,5.4,0.08,0.17,0.03,7.0,1.0,76.86,62.83,21.085,Plum
313.6,36.3,93.4,6.1,0.06,0.75,0.03,7.0,1.0,64.35,66.55,20.4476,Plum
313.6,36.3,213.5,5.8,0.05,0.36,0.31,10.11,9.0,65.79,68.04,15.9195,Plum
250.8,32.1,315.7,6.1,0.07,0.28,0.45,12.1,9.0,54.61,67.73,17.7595,Plum
348.5,12.6,52.6,6.0,0.04,1.0,1.2,26.3,4.2,67.46,71.26,22.8729,Plum
212.5,28.4,168.4,5.3,0.03,0.23,2.4,12.9,9.0,63.75,73.76,21.8118,Plum
250.8,33.7,121.3,5.8,0.05,0.25,0.48,10.76,8.0,62.02,76.22,21.7401,Plum
250.8,36.7,145.6,5.2,0.07,0.3,1.09,9.21,8.3,66.25,68.75,20.3043,Plum
216.5,62.3,90.7,4.7,0.07,0.15,1.53,8.21,7.3,75.27,78.3,22.7549,Plum
153.4,64.3,197.4,5.3,0.07,0.18,1.12,12.09,8.0,74.73,66.7,16.4162,Plum
159.5,54.2,162.4,6.1,0.08,0.38,0.67,12.12,6.6,56.94,74.57,17.5778,Plum
304.5,51.5,79.4,7.3,0.04,0.43,0.81,10.77,9.0,72.93,72.2,18.9057,Plum
313.6,43.4,87.8,6.0,0.04,0.41,0.62,12.02,6.6,75.05,63.63,15.6995,Plum
354.5,41.2,212.3,5.5,0.08,0.48,0.81,11.34,8.0,55.9,62.46,19.011,Plum
272.4,20.4,204.5,5.7,0.09,0.26,1.48,10.54,6.0,83.87,63.7,16.1205,Plum
327.8,77.7,582.2,5.3,0.05,0.6,3.52,12.02,6.6,77.68,67.01,21.123,Plum
256.4,69.2,246.4,5.2,0.03,0.18,2.75,8.21,6.5,82.89,60.01,18.534,Plum
156.0,12.3,224.1,5.3,0.09,0.27,2.72,12.03,8.0,57.16,74.95,17.3726,Plum
253.5,28.7,219.8,5.9,0.1,0.25,2.18,16.0,9.0,67.25,68.82,19.8556,Plum
271.5,33.6,317.6,6.1,0.03,0.29,0.68,12.44,9.0,79.28,67.7,15.396,Plum
317.8,27.3,313.4,5.6,0.02,0.54,0.78,10.77,4.0,60.1,65.45,18.9272,Plum
308.4,26.4,285.4,5.4,0.04,0.39,0.47,13.77,8.0,92.68,65.29,19.915,Plum
319.9,22.4,201.3,5.3,0.05,0.51,1.12,10.55,4.0,81.49,78.61,16.562,Plum
439.0,39.5,97.4,5.8,0.07,0.54,2.14,12.52,8.0,71.01,78.31,15.5783,Plum
125.0,13.6,176.9,5.4,0.08,0.17,2.5,12.4,8.0,103.96,78.19,15.6678,Plum
313.6,36.3,93.4,6.1,0.06,0.75,2.63,12.41,9.0,64.52,77.11,16.8025,Plum
402.5,41.2,123.5,6.2,0.03,0.42,0.68,12.52,8.0,70.62,66.21,22.7211,Plum
272.4,41.5,168.3,5.5,0.03,0.38,2.45,12.1,8.0,71.91,74.73,19.0666,Plum
313.6,36.3,213.5,5.8,0.05,0.36,2.31,10.11,9.0,70.46,60.6,22.9836,Plum
250.8,32.1,315.7,6.1,0.07,0.28,3.45,12.1,9.0,63.41,69.1,21.0471,Plum
257.3,26.4,153.8,5.9,0.08,0.25,3.79,13.44,9.0,80.27,71.7,15.0573,Plum
188.8,23.5,75.7,5.7,0.03,0.29,2.21,10.56,9.0,80.51,76.33,18.8176,Plum
267.3,33.4,121.3,6.2,0.02,0.34,0.98,10.22,9.0,98.11,76.68,15.0121,Plum
406.7,44.3,531.4,6.6,0.18,0.95,0.41,22.5,4.6,71.98,65.04,21.6303,Plum
250.4,8.5,201.6,6.7,0.04,0.25,0.69,6.1,1.04,72.82,63.34,21.6563,Plum
206.8,7.8,223.5,6.8,0.02,0.15,0.6,9.87,4.3,69.68,78.0,21.9762,Plum
394.5,10.4,189.4,6.2,0.09,0.73,1.48,15.5,1.17,80.56,68.16,15.6514,Plum
137.6,16.4,190.4,5.5,0.05,0.16,0.07,13.5,2.13,93.49,74.72,21.9912,Plum
346.5,12.4,110.4,6.7,0.03,0.61,1.81,12.1,2.1,52.83,71.03,21.1071,Plum
417.7,36.5,156.8,5.8,0.02,0.91,0.2,17.4,3.36,78.22,74.24,16.0158,Plum
416.8,16.4,168.4,6.3,0.03,0.72,1.09,11.4,0.96,52.98,74.59,21.8861,Plum
416.8,16.4,168.5,6.3,0.03,0.72,1.09,11.4,0.96,75.67,61.68,18.2818,Plum
250.4,8.5,201.6,6.7,0.04,0.25,0.69,6.0,1.04,75.11,66.15,20.8503,Plum
554.8,17.3,89.6,5.8,0.42,1.05,1.09,13.9,0.66,84.31,74.4,19.2239,Plum
346.5,16.0,100.8,7.1,0.47,0.51,0.91,11.9,1.22,72.56,61.04,17.3014,Plum
158.4,20.4,167.4,5.7,0.03,0.31,0.77,11.0,1.66,62.8,63.87,16.589,Plum
147.5,14.3,179.2,5.9,0.31,0.13,1.35,16.2,2.69,66.9,67.69,18.4126,Plum
344.5,20.7,269.2,7.7,0.02,0.86,0.48,8.9,4.0,58.68,78.71,20.0429,Plum
344.9,39.3,114.8,6.2,0.04,0.38,0.17,7.55,8.92,69.23,65.64,18.8644,Plum
250.8,18.1,107.1,7.2,0.05,0.37,0.14,8.88,3.0,49.35,60.38,20.8835,Plum
219.5,26.7,132.3,5.2,0.04,0.53,0.17,8.24,7.65,60.52,80.94,19.4458,Plum
247.3,24.0,121.0,4.8,0.06,0.23,1.12,7.7,8.32,65.4,60.58,21.209,Plum
188.1,10.1,171.5,4.7,0.04,0.18,0.14,8.75,8.3,62.23,72.5,16.1714,Plum
188.4,26.7,118.4,6.2,0.04,0.39,0.78,7.44,9.12,69.37,66.96,15.7575,Plum
788.1,13.8,499.8,5.9,0.02,0.17,0.78,8.96,6.0,50.56,80.79,22.4818,Plum
344.7,17.7,248.4,6.4,0.03,1.02,1.47,9.55,8.12,82.08,80.29,15.8077,Plum
297.8,23.0,385.2,7.1,0.02,1.1,0.78,11.1,6.5,97.97,79.82,16.223,Plum
219.5,25.4,582.6,5.9,0.03,0.15,2.19,12.09,7.3,78.36,61.53,16.0661,Plum
235.8,40.1,617.5,6.0,0.04,0.23,1.41,8.56,6.4,67.61,69.2,18.0596,Plum
181.0,57.9,757.1,4.9,0.2,0.3,2.17,8.43,6.0,77.65,68.22,21.2998,Plum
194.5,28.6,140.6,5.6,0.06,0.46,3.14,10.66,6.0,74.04,70.56,22.4106,Plum
185.4,80.5,1164.8,4.6,0.07,0.18,1.06,12.52,8.0,75.14,71.18,19.397,Plum
258.0,13.5,897.5,5.1,0.03,0.18,0.84,12.66,2.0,68.42,64.26,21.3678,Plum
156.8,29.7,129.4,5.6,0.04,0.19,0.97,12.9,7.2,61.81,80.6,20.2443,Plum
217.5,14.9,137.7,5.4,0.05,0.23,0.27,12.64,4.0,88.9,68.72,21.7612,Plum
152.8,16.2,140.7,5.7,0.01,1.3,0.97,9.84,7.3,74.05,69.21,16.8425,Plum
282.8,17.3,138.6,7.4,0.04,1.6,1.45,12.3,7.2,86.98,72.42,18.7937,Plum
295.7,36.5,673.1,6.2,0.03,0.15,2.15,9.66,6.0,67.01,76.98,18.8813,Plum
313.4,21.1,128.6,6.5,0.08,0.2,2.41,12.05,7.2,81.35,77.91,17.6077,Plum
316.6,47.2,612.7,6.8,0.04,0.46,1.76,12.05,7.2,65.37,70.1,20.8557,Plum
188.1,14.5,123.9,5.6,0.07,0.25,0.49,12.6,4.0,61.85,68.79,19.7581,Plum
564.8,16.0,132.9,6.4,0.02,0.61,0.98,9.74,7.8,67.4,67.67,20.9125,Plum
282.2,47.4,425.6,7.4,0.02,0.3,1.14,12.1,9.0,52.71,68.45,17.7161,Plum
188.1,48.7,492.8,6.9,0.03,0.76,2.12,11.02,9.0,77.93,73.44,20.0275,Plum
313.6,20.7,436.8,7.4,0.03,0.46,0.97,12.08,4.0,61.63,77.52,21.958,Plum
219.5,19.6,194.0,7.7,0.01,0.75,0.49,11.01,6.0,85.17,70.76,19.7497,Plum
208.4,68.8,996.8,6.5,0.05,0.61,1.12,12.5,6.4,62.55,64.79,22.5216,Plum
250.8,23.7,369.6,7.5,0.01,1.07,0.88,10.98,9.0,62.54,67.62,21.4223,Plum
282.2,64.1,526.4,7.5,0.01,0.13,1.12,12.02,7.2,98.49,80.13,20.6345,Plum
